vote_id,kmmbr_id,kmmbr_name,vote_result,knesset_num,faction_id,faction_name,reason,modifier,remark,is_coalition
34474,467,צחי הנגבי,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34475,467,צחי הנגבי,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34476,467,צחי הנגבי,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34477,467,צחי הנגבי,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34478,467,צחי הנגבי,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34479,467,צחי הנגבי,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34480,467,צחי הנגבי,2,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34482,467,צחי הנגבי,2,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34483,467,צחי הנגבי,2,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34071,468,ישראל כץ,1,24,962.0,הליכוד,,,,0
34072,468,ישראל כץ,1,24,962.0,הליכוד,,,,0
34191,468,ישראל כץ,1,24,962.0,הליכוד,,,,0
34195,468,ישראל כץ,2,24,962.0,הליכוד,,,,0
34196,468,ישראל כץ,2,24,962.0,הליכוד,,,,0
34208,468,ישראל כץ,1,24,962.0,הליכוד,,,,0
34209,468,ישראל כץ,1,24,962.0,הליכוד,,,,0
34210,468,ישראל כץ,2,24,962.0,הליכוד,,,,0
34212,468,ישראל כץ,2,24,962.0,הליכוד,,,,0
34213,468,ישראל כץ,2,24,962.0,הליכוד,,,,0
34215,468,ישראל כץ,2,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34220,468,ישראל כץ,2,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34229,468,ישראל כץ,2,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34318,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34319,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34330,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34331,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34332,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34333,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34334,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
34335,468,ישראל כץ,1,24,962.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,,,,0
